iata,name,city,country,lat,lng
OPO,Francisco de Sá Carneiro Airport,Porto,PT,41.2481002808,-8.68138980865
PXO,Porto Santo Airport,Vila Baleira,PT,33.0733985901,-16.3500003815
LIS,Lisbon Humberto Delgado Airport,Lisbon,PT,38.7813,-9.13592
SJZ,São Jorge Airport,Velas,PT,38.665501,-28.1758
VRL,Vila Real Airport,Vila Real,PT,41.2743,-7.72047
VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT,40.725498,-7.88899
BNX,Banja Luka International Airport,Mahovljani,BA,44.941399,17.297501
OMO,Mostar International Airport,Mostar,BA,43.282489,17.846101
SJJ,Sarajevo International Airport,Sarajevo,BA,43.8246,18.331499
TZL,Tuzla International Airport,Dubrave Gornje,BA,44.459858,18.723627
ARW,Arad International Airport,Arad,RO,46.176136,21.264322
BCM,Bacău George Enescu International  Airport,Bacău,RO,46.5219,26.910299
BAY,Maramureș International Airport,Tăuții-Măgherăuș,RO,47.658444,23.464445
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO,44.503133,26.102944
GHV,Brașov-Ghimbav International Airport,Brașov (Ghimbav),RO,45.70558,25.522871
CND,Mihail Kogălniceanu International Airport,Constanța,RO,44.362202,28.4883
CLJ,Avram Iancu Cluj International Airport,Cluj-Napoca,RO,46.786042,23.685733
CSB,Caransebeş Airport,Caransebeş,RO,45.420142,22.252507
CRA,Craiova International Airport,Craiova,RO,44.3181,23.888599
IAS,Iaşi International Airport,Iaşi,RO,47.179633,27.621431
OMR,Oradea International Airport,Oradea,RO,47.025299,21.9025
OTP,Bucharest Henri Coandă International Airport,Otopeni,RO,44.571792,26.103285
SBZ,Sibiu International Airport,Sibiu,RO,45.785841,24.086666
SUJ,Satu Mare International Airport,Satu Mare,RO,47.7033,22.8857
SCV,Suceava Ștefan cel Mare International Airport,Suceava,RO,47.6875,26.354099
TCE,Tulcea Danube Delta Airport,Mihail Kogălniceanu,RO,45.0625,28.7143
TGM,Târgu Mureş Transilvania International Airport,Recea,RO,46.467701,24.4125
TSR,Timișoara Traian Vuia International Airport,Timişoara,RO,45.809898,21.3379
GVA,Geneva International Airport,Geneva,CH,46.238098,6.10895
SIR,Sion Airport,Sion,CH,46.219166,7.326944
EML,Emmen Air Base,Emmen,CH,47.092444,8.305184
VIP,Payerne Air Base,Payerne,CH,46.8432,6.91506
LUG,Lugano Airport,Agno,CH,46.004299,8.91058
BRN,Bern Airport,Bern,CH,46.912736,7.498819
BXO,Buochs Airport,Buochs,CH,46.974444,8.396944
ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056
ACH,Sankt Gallen Altenrhein Airport,St. Gallen,CH,47.485001,9.56077
SMV,Engadin Airport,Samedan,CH,46.5341,9.88411
ESB,Esenboğa International Airport,Ankara,TR,40.128101,32.995098
ANK,Etimesgut Air Base,Ankara,TR,39.949798584,32.6885986328
ADA,Adana Şakirpaşa Airport,Seyhan,TR,36.982201,35.280399
UAB,İncirlik Air Base,Sarıçam,TR,37.002102,35.4259
AFY,Afyon Air Base,Afyonkarahisar,TR,38.726398,30.601101
AYT,Antalya International Airport,Antalya,TR,36.898701,30.800501
GZT,Gaziantep Oğuzeli International Airport,Gaziantep,TR,36.947201,37.478699
KFS,Kastamonu Airport,Kastamonu,TR,41.314201,33.795799
KYA,Konya Airport,Konya,TR,37.979,32.561901
MZH,Amasya Merzifon Airport,Amasya,TR,40.829399,35.521999
VAS,Sivas Nuri Demirağ Airport,Sivas,TR,39.813801,36.9035
ONQ,Zonguldak Çaycuma Airport,Zonguldak,TR,41.506401,32.0886
MLX,Malatya Erhaç Airport,Malatya,TR,38.435298919699996,38.0909996033
ASR,Kayseri Erkilet International Airport,Kayseri,TR,38.770401,35.495399
TJK,Tokat Airport,Tokat,TR,40.32472,36.39056
DNZ,Çardak Airport,Denizli,TR,37.7855987549,29.7012996674
NAV,Nevşehir Kapadokya Airport,Nevşehir,TR,38.7719,34.5345
ISL,İstanbul Atatürk Airport,Istanbul(Bakırköy),TR,40.971913,28.823714
CII,Aydın Çıldır Airport,Aydın,TR,37.815389,27.887566
BZI,Balıkesir Airport,Balıkesir,TR,39.619301,27.926001
BDM,Bandırma Airport,Bandırma,TR,40.318001,27.977699
CKZ,Çanakkale Airport,Çanakkale,TR,40.1376991272,26.4267997742
ESK,Eskişehir Air Base,Eskişehir,TR,39.7841,30.5821
ADB,Adnan Menderes International Airport,Gaziemir,TR,38.2924,27.157
IGL,Çiğli Airbase,Çiğli,TR,38.513,27.010099
USQ,Uşak Airport,Uşak,TR,38.681499,29.471701
KCO,Cengiz Topel Airport,Kartepe,TR,40.735001,30.0833
YEI,Bursa Yenişehir Airport,Yenişehir,TR,40.255199,29.562599
DLM,Dalaman International Airport,Dalaman,TR,36.7131,28.7925
TEQ,Tekirdağ Çorlu Airport,Çorlu,TR,41.138199,27.9191
BXN,Bodrum-Imsık Airport,Bodrum,TR,37.140099,27.669701
AOE,Hasan Polatkan Airport,Eskişehir,TR,39.811644,30.519268
KZR,Zafer Airport,Altıntaş,TR,39.111107,30.130405
EZS,Elazığ Airport,Elazığ,TR,38.597974,39.28348
OGU,Ordu–Giresun Airport,Ordu,TR,40.966872,38.085995
DIY,Diyarbakır Airport,Diyarbakır,TR,37.893902,40.201
ERC,Erzincan Airport,Erzincan,TR,39.7102012634,39.527000427199994
ERZ,Erzurum International Airport,Erzurum,TR,39.956501,41.1702
KSY,Kars Airport,Kars,TR,40.562198638916016,43.1150016784668
TZX,Trabzon International Airport,Trabzon,TR,40.995098,39.7897
VAN,Van Ferit Melen Airport,Van,TR,38.46820068359375,43.332298278808594
BAL,Batman Airport,Batman,TR,37.929001,41.1166
MSR,Muş Airport,Muş,TR,38.747798919677734,41.66120147705078
SXZ,Siirt Airport,Siirt,TR,37.97890090942383,41.84040069580078
NOP,Sinop Airport,Sinop,TR,42.018313,35.071774
KCM,Kahramanmaraş Airport,Kahramanmaraş,TR,37.5388259888,36.9535217285
AJI,Ağrı Airport,Ağrı,TR,39.655642,43.025742
ADF,Adıyaman Airport,Adıyaman,TR,37.7314,38.468899
MQM,Mardin Airport,Mardin,TR,37.223300933800004,40.6316986084
GNY,Şanlıurfa GAP Airport,Şanlıurfa,TR,37.445663,38.895592
IGD,Iğdır Airport,Iğdır,TR,39.976627,43.876648
BGG,Bingöl Airport,Bingöl,TR,38.860131,40.594489
NKT,Şırnak Şerafettin Elçi Airport,Şırnak,TR,37.3647,42.0582
YKO,Hakkari Yüksekova Airport,Hakkari,TR,37.5497,44.2381
HTY,Hatay Airport,Antakya,TR,36.36079,36.285589
COV,Çukurova International Airport,Tarsus,TR,36.891478,35.071235
LTF,Leitre Airport,Leitre,PG,-2.8337,141.6257
IZM,Selçuk Efes Airport,Selçuk,TR,37.950699,27.329
ISE,Süleyman Demirel International Airport,Isparta,TR,37.8554,30.368401
EDO,Balıkesir Koca Seyit Airport,Edremit,TR,39.552533,27.010192
BJV,Milas Bodrum International Airport,Bodrum,TR,37.249314,27.66401
GZP,Gazipaşa-Alanya Airport,Gazipaşa,TR,36.298832,32.297017
SZF,Samsun-Çarşamba Airport,Samsun,TR,41.253988,36.567546
SAW,Istanbul Sabiha Gökçen International Airport,"Pendik, Istanbul",TR,40.898602,29.3092
GKD,Gökçeada Airport,Gökçeada,TR,40.204498,25.883302
IST,İstanbul Airport,Istanbul,TR,41.274874,28.732136
RZV,Rize–Artvin Airport,Rize,TR,41.179766,40.848802
BZY,Bălți-Leadoveni International Airport,Bălți,MD,47.837666,27.781108
RMO,Chişinău International Airport,Chişinău,MD,46.92774,28.931704
LWA,Lebak Rural Airport,Lebak,PH,6.6739,124.0581
OHD,Ohrid St. Paul the Apostle Airport,Ohrid,MK,41.18,20.7423
SKP,Skopje International Airport,Ilinden,MK,41.958087,21.622581
GIB,Gibraltar Airport,Gibraltar,GI,36.151679,-5.34978
BCQ,Brak Airport,Brak,LY,27.653,14.272
DNF,Martuba Air Base,Martuba,LY,32.542,22.745001
BEG,Belgrade Nikola Tesla Airport,Belgrade,RS,44.818401,20.309099
IVG,Berane Airport,Berane,ME,42.8390007019043,19.86199951171875
BJY,Batajnica Air Base,Zemun,RS,44.935299,20.2575
KVO,Morava Airport,Kraljevo,RS,43.817519,20.586662
INI,Niš Constantine the Great Airport,Niš,RS,43.336538,21.856242
TGD,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,ME,42.359402,19.2519
TIV,Tivat Airport,Tivat,ME,42.404701,18.723301
UZC,Ponikve Airport,Stapari,RS,43.898899,19.697701
LZG,Langzhong Gucheng Airport,Nanchong (Langzhong),CN,31.50191,106.034417
BTS,M. R. Štefánik Airport,Bratislava,SK,48.1702,17.2127
KSC,Košice International Airport,Košice,SK,48.663101,21.2411
LUE,Lučenec Airfield,Lučenec,SK,48.339401,19.7358
PZY,Piešťany Airport,Piešťany,SK,48.62519836425781,17.828399658203125
POV,Prešov Air Base,Prešov,SK,49.02970123291,21.315599441528
SLD,Sliač Airport,Sliač,SK,48.63779830932617,19.13409996032715
TAT,Poprad-Tatry Airport,Poprad,SK,49.070994,20.241394
ILZ,Žilina-Dolný Hričov Airport,Dolný Hričov,SK,49.233292,18.613386
DRU,Drummond Airport,Drummond,US,46.621599,-113.201751
GLN,Guelmim Airport,Guelmim,MA,29.026699,-10.0503
UWA,Ware Airport,Ware,US,42.282001495361,-72.214797973633
MAP,Mamai Airport,Mamai,PG,-10.290833,149.519167
GDT,JAGS McCartney International Airport,Cockburn Town,TC,21.4445,-71.142303
MDS,Middle Caicos Airport,Middle Caicos,TC,21.82602,-71.8025
NCA,North Caicos Airport,North Caicos,TC,21.916094,-71.942954
PIC,Pine Cay Airport,Pine Cay,TC,21.874661,-72.090573
PLS,Providenciales International Airport,Providenciales,TC,21.773697,-72.268321
XSC,South Caicos Airport,South Caicos,TC,21.515699,-71.528503
SLX,Salt Cay Airport,Salt Cay,TC,21.333000183099998,-71.1999969482
BRX,Maria Montez International Airport,Barahona,DO,18.25149917602539,-71.12039947509766
CBJ,Cabo Rojo Airport,Cabo Rojo,DO,17.929000854492188,-71.6447982788086
AZS,Samaná El Catey International Airport,Samana,DO,19.269259,-69.737405
COZ,Constanza - Expedición 14 de Junio National Airport,Costanza,DO,18.907499,-70.721901
JBQ,La Isabela International Airport,La Isabela,DO,18.572500228881836,-69.98560333251953
LRM,Casa De Campo International Airport,La Romana,DO,18.452222,-68.911111
PUJ,Punta Cana International Airport,Punta Cana,DO,18.567093,-68.364558
POP,Gregorio Luperon International Airport,Puerto Plata,DO,19.7579,-70.57
SDQ,Las Américas International Airport,Santo Domingo,DO,18.42970085144,-69.668899536133
STI,Cibao International Airport,Santiago,DO,19.40406,-70.604431
MDV,Médouneu Airport,"Médouneu, Gabon",GQ,1.0085,10.7552
LIZ,Loring International Airport,Limestone,US,46.950401,-67.885902
MEF,Melfi Airport,Melfi,TD,11.060192,17.944495
NKO,Ankokoambo Airport,Ankokoambo,MG,-16.594919,44.453654
RLR,Relais de la Reine Airport,Isalo,MG,-22.645343,45.323914
DOA,Doany Airport,Doany,MG,-14.3681001663208,49.510799407958984
CBV,Coban Airport,Coban,GT,15.469,-90.4067
CMM,Carmelita Airport,Carmelita,GT,17.461201,-90.053703
CTF,Coatepeque Airport,Coatepeque,GT,14.6942,-91.8825
GUA,La Aurora International Airport,Guatemala City,GT,14.582896,-90.527515
HUG,Huehuetenango Airport,Huehuetenango,GT,15.316667,-91.505556
MGI,National Wildlife Refuge Airport,Matagorda Island,US,28.323,-96.464
MGP,Manga Airport,Manga Mission,PG,-4.147,153.0186
PBR,Puerto Barrios Airport,Puerto Barrios,GT,15.7309,-88.583801
PKJ,Playa Grande Airport,Playa Grande,GT,15.9975,-90.741699
PON,Poptún Airport,Poptún,GT,16.325799942017,-89.41609954834
AQB,Quiché Airport,Santa Cruz del Quiché,GT,15.0122,-91.150597
AAZ,Quezaltenango Airport,Quezaltenango,GT,14.8656,-91.501999
RUV,Rubelsanto Airport,Rubelsanto,GT,15.992,-90.445297
LCF,Las Vegas Airport,Rio Dulce,GT,15.668363,-88.961763
RER,Retalhuleu Airport,Retalhuleu,GT,14.521431,-91.697001
GSJ,San José Airport,Puerto San José,GT,13.9362,-90.8358
FRS,Mundo Maya International Airport,San Benito,GT,16.913707,-89.866143
UJE,Ujae Atoll Airport,Ujae Atoll,MH,8.92806,165.761993
AIM,Ailuk Airport,Ailuk Island,MH,10.2168,169.983002
AUL,Aur Island Airport,Aur Atoll,MH,8.14528,171.173004
BII,Bikini Atoll Airport,Bikini Atoll,MH,11.522499,165.565127
EBN,Ebadon Airport,Ebadon Island,MH,9.330559730529785,166.82000732421875
JAT,Jabot Airport,Ailinglapalap Atoll,MH,7.749775,168.977838
JEJ,Jeh Airport,Ailinglapalap Atoll,MH,7.565350055690001,168.962005615
LIK,Likiep Airport,Likiep Island,MH,9.82316,169.307999
LML,Lae Island Airport,Lae Island,MH,8.92111,166.264999
MAV,Maloelap Island Airport,Maloelap Island,MH,8.70444,171.229996
MJB,Mejit Atoll Airport,Mejit Atoll,MH,10.283302,170.869
MJE,Majkin Airport,Majkin,MH,8.163362,168.173862
NDK,Namorik Airport,Namorik Atoll,MH,5.633005,168.125631
RNP,Rongelap Island Airport,Rongelap Island,MH,11.1572,166.886993
TIC,Tinak Airport,Arno Atoll,MH,7.121768,171.911584
UIT,Jaluit Airport,Jabor Jaluit Atoll,MH,5.909213,169.637256
WJA,Woja Airport,Woja,MH,7.450833,168.55
WTE,Wotje Airport,Wotje,MH,9.458333,170.238611
WTO,Wotho Island Airport,Wotho Island,MH,10.1733,166.003006
AHS,Ahuas Airport,Ahuas,HN,15.4722,-84.352203
BHG,Brus Laguna Airport,Brus Laguna,HN,15.7631,-84.543602
LUI,Carta Airport,La Unión,HN,15.033192,-86.692334
CYL,Coyoles Airport,Coyoles,HN,15.445556,-86.675278
CDD,Cauquira Airport,Cauquira,HN,15.316667,-83.591667
OAN,El Arrayán Airport,Olanchito,HN,15.505556,-86.574722
CAA,El Aguacate Airport,El Aguacate,HN,14.875,-85.776108
GAC,Celaque Gracias Airport,Gracias,HN,14.573492,-88.595801
IRN,Iriona Airport,Iriona,HN,15.939167022700001,-85.13722229
JUT,Jutigalpa airport,Jutigalpa,HN,14.652600288391113,-86.22029876708984
LCE,Golosón International Airport,La Ceiba,HN,15.7425,-86.852997
LEZ,La Esperanza Airport,La Esperanza,HN,14.291111,-88.175003
SAP,Ramón Villeda Morales International Airport,San Pedro Sula,HN,15.4526,-87.923599
LMH,Limon Airport,Limón,HN,15.856066,-85.443978
MHN,Hooker County Airport,Mullen,US,42.042155,-101.059113
GJA,La Laguna Airport,Guanaja,HN,16.4454,-85.906601
PCH,Palacios Airport,Palacios,HN,15.955,-84.941391
PEU,Puerto Lempira Airport,Puerto Lempira,HN,15.2622,-83.781197
RTB,Juan Manuel Gálvez International Airport,Coxen Hole,HN,16.316799,-86.523003
RUY,Rioamarillo Airport,Copán Ruinas,HN,14.914885,-89.007837
XPL,Palmerola International Airport,Palmerola,HN,14.3824,-87.621201
TEA,Tela Airport,Tela,HN,15.7759,-87.4758
TGU,Toncontín Airport,Tegucigalpa,HN,14.0609,-87.217201
TJI,Trujillo Airport,Trujillo,HN,15.926599,-85.938573
TCF,Tocoa Airport,Tocoa,HN,15.659722,-85.994164
SCD,Sulaco Airport,Sulaco,HN,14.90719985961914,-87.26339721679688
UII,Utila Airport,Utila Island,HN,16.1131,-86.880302
ORO,Yoro Airport,Yoro,HN,15.1275,-87.135
MIZ,Mainoru Airstrip,Mainoru,AU,-14.0533,134.0942
MJJ,Moki Airport,Moki,PG,-5.7181,145.2404
MJS,Maganja da Costa Airport,Maganja,MZ,-17.3087,37.5
OCJ,Ian Fleming International Airport,Boscobel,JM,18.404079,-76.969754
KIN,Norman Manley International Airport,Kingston,JM,17.935699462890625,-76.7874984741211
MBJ,Sangster International Airport,Montego Bay,JM,18.50342,-77.91323
POT,Ken Jones Airport,Ken Jones,JM,18.1987991333,-76.53450012210001
NEG,Negril Airport,Negril,JM,18.341712,-78.334164
KTP,Tinson Pen Airport,Tinson Pen,JM,17.98859977722168,-76.82379913330078
MIJ,Mili Island Airport,Mili Island,MH,6.084754,171.731419
HEB,Hinthada Airport,Hinthada,MM,17.633329391500002,95.4666976929
TZM,Aeródromo de Cupul,Tizimin,MX,21.155716,-88.172918
ACA,General Juan N. Álvarez International Airport,Acapulco,MX,16.757126,-99.753113
NTR,Del Norte International Airport,Monterrey,MX,25.865601,-100.237
AGU,Aguascalientes International Airport,Aguascalientes,MX,21.699589,-102.318372
HUX,Bahías de Huatulco International Airport,Huatulco,MX,15.775437,-96.260456
CNA,Cananea National Airport,Cananea,MX,31.06615,-110.097878
CVJ,General Mariano Matamoros International Airport,Temixco,MX,18.833922,-99.261818
ACN,Ciudad Acuña International Airport,Ciudad Acuña,MX,29.333662,-101.100555
CME,Ciudad del Carmen International Airport,Ciudad del Carmen,MX,18.651516,-91.799355
NCG,Aeropuerto Municipal de Nuevo Casas Grandes,Nuevo Casas Grandes,MX,30.3974,-107.875
CUL,Bachigualato Federal International Airport,Culiacán,MX,24.76504,-107.475228
CTM,Chetumal International Airport,Chetumal,MX,18.504985,-88.328018
CEN,Ciudad Obregón International Airport,Ciudad Obregón,MX,27.39259910583496,-109.83300018310547
CJT,San Antonio Copalar Airport,Comitán,MX,16.176701,-92.050598
CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,MX,19.815969,-90.500125
CJS,Abraham González International Airport,Ciudad Juárez,MX,31.636673,-106.428533
CZA,Chichén Itzá International Airport,Tinúm,MX,20.6413,-88.446198
CUU,General Roberto Fierro Villalobos International Airport,Chihuahua,MX,28.702649,-105.963764
CVM,General Pedro Jose Mendez International Airport,Ciudad Victoria,MX,23.7033,-98.956497
CYW,Captain Rogelio Castillo National Airport,Celaya,MX,20.545998,-100.886539
CZM,Cozumel International Airport,Cozumel,MX,20.514922,-86.928538
CUA,Ciudad Constitución National Airport,Comondú,MX,25.053801,-111.614998
MMC,Ciudad Mante Los Huastecas National Airport,Ciudad Mante,MX,22.738957,-99.018516
DGO,General Guadalupe Victoria International Airport,Durango,MX,24.125468,-104.527938
TPQ,Amado Nervo National Airport,Tepic,MX,21.419833,-104.842472
ESE,Ensenada International Airport / El Ciprés Air Base,Ensenada,MX,31.794516,-116.602384
GDL,Guadalajara International Airport,Guadalajara,MX,20.523342,-103.310108
GYM,General José María Yáñez International Airport,Guaymas,MX,27.9689998626709,-110.92500305175781
GUB,Guerrero Negro Airport,San Quintín,MX,28.0261,-114.024002
TCN,Tehuacán National Airport,Tehuacán,MX,18.49722,-97.42011
HMO,General Ignacio L. Pesqueira International Airport,Hermosillo,MX,29.092811,-111.053015
CLQ,Licenciado Miguel de la Madrid International Airport,Colima,MX,19.277,-103.577002
ISJ,Isla Mujeres National Airport,Isla Mujeres,MX,21.245962,-86.740365
SLW,Plan de Guadalupe International Airport,Saltillo,MX,25.53786,-100.928346
IZT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,Ixtepec,MX,16.445961,-95.093708
JAL,El Lencero Airport,Emiliano Zapata,MX,19.475107,-96.797008
AZP,Jorge Jiménez Cantú National Airport,Atizapán de Zaragoza,MX,19.574155,-99.291183
LZC,Lázaro Cárdenas Airport,Lázaro Cárdenas,MX,18.001672,-102.220316
LMM,Valle del Fuerte International Airport,Los Mochis,MX,25.685503,-109.081159
BJX,Guanajuato International Airport,Silao,MX,20.992695,-101.480284
LAP,Manuel Márquez de León International Airport,La Paz,MX,24.072331,-110.362662
LTO,Loreto International Airport,Loreto,MX,25.989549,-111.348408
MAM,General Servando Canales International Airport,Matamoros,MX,25.7698993683,-97.5252990723
MID,Manuel Crescencio Rejón International Airport,Mérida,MX,20.930485,-89.645462
MUG,Mulege Airport,Mulege,MX,26.905347,-111.970725
MXL,General Rodolfo Sánchez Taboada International Airport,Mexicali,MX,32.630629,-115.242805
MLM,General Francisco J. Mujica International Airport,Morelia,MX,19.849899,-101.025002
MTT,Minatitlán/Coatzacoalcos International Airport,Cosoleacaque,MX,18.103399,-94.580704
LOV,Monclova International Airport,Monclova,MX,26.9557,-101.470001
MEX,Mexico City Benito Juárez International Airport,Mexico City,MX,19.435822,-99.07033
MTY,Monterrey International Airport,Monterrey,MX,25.778521,-100.106989
MZT,General Rafael Buelna International Airport,Mazatlàn,MX,23.162823,-106.264517
NOG,Nogales International Airport,Nogales,MX,31.225756,-110.976934
NLD,Quetzalcóatl International Airport,Nuevo Laredo,MX,27.443899,-99.570503
OAX,Xoxocotlán International Airport,Oaxaca,MX,16.998773,-96.726092
PAZ,El Tajín National Airport,Poza Rica,MX,20.6026992798,-97.46080017090001
PBC,Hermanos Serdán International Airport,Puebla,MX,19.158465,-98.371582
PPE,Mar de Cortés International Airport,Puerto Peñasco,MX,31.351987,-113.305177
PDS,Piedras Negras International Airport,Piedras Negras,MX,28.627873,-100.53524
PCO,Punta Colorada Airport,La Ribera,MX,23.575011,-109.535826
UPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,Uruapan,MX,19.3967,-102.039001
PQM,Palenque International Airport,Palenque,MX,17.533153,-92.015484
PVR,Puerto Vallarta International Airport,Puerto Vallarta,MX,20.679913,-105.254391
PXM,Puerto Escondido International Airport,Puerto Escondido,MX,15.876808,-97.0891
QRO,Querétaro Intercontinental Airport,Querétaro,MX,20.618779,-100.186449
REX,General Lucio Blanco International Airport,Reynosa,MX,26.0089,-98.2285
SJD,Los Cabos International Airport,San José del Cabo,MX,23.151919,-109.720731
SFH,San Felipe International Airport,Mexicali,MX,30.93006,-114.808459
CSW,Cabo San Lucas International Airport,Cabo San Lucas,MX,22.949072,-109.939479
NLU,Felipe Ángeles International Airport,Mexico City,MX,19.743824,-99.01507
SLP,Ponciano Arriaga International Airport,San Luis Potosí,MX,22.262026,-100.935692
SCX,Estación Aeronaval de Salina Cruz,Salina Cruz,MX,16.212601,-95.201599
TRC,Francisco Sarabia Tinoco International Airport,Torreón,MX,25.562265,-103.404608
TGZ,Angel Albino Corzo International Airport,Tuxtla Gutiérrez,MX,16.561611,-93.025731
TIJ,General Abelardo L. Rodriguez International Airport,Tijuana,MX,32.541043,-116.969976
TQO,Felipe Carrillo Puerto International Airport Tulum,Tulum,MX,20.172098,-87.660272
TAM,General Francisco Javier Mina International Airport,Ciudad Madero,MX,22.292622,-97.867058
TSL,Tamuín National Airport,Tamuín,MX,22.0383,-98.806502
TLC,Adolfo López Mateos International Airport,Toluca,MX,19.3369,-99.56583
TAP,Tapachula International Airport,Tapachula,MX,14.794549,-92.369871
TUY,Base Aeronaval de Tulum,Tulum,MX,20.227301,-87.438203
CUN,Cancún International Airport,Cancún,MX,21.040817,-86.87347
MMV,Mal Airport,Mal Island,PG,-1.39139,144.17131
VSA,Carlos Rovirosa Pérez International Airport,Villahermosa,MX,17.994283,-92.818199
VER,General Heriberto Jara International Airport,Veracruz,MX,19.139589,-96.188602
ZCL,General Leobardo C. Ruiz International Airport,Zacatecas,MX,22.894942,-102.687154
ZIH,Ixtapa-Zihuatanejo International Airport,Ixtapa,MX,17.601771,-101.460629
ZMM,Zamora Airport,Zamora,MX,20.045,-102.276001
ZLO,Playa de Oro International Airport,Manzanillo,MX,19.1448,-104.558998
BEF,Bluefields Airport,Bluefields,NI,11.991,-83.774101
BZA,San Pedro Airport,Bonanza,NI,14.031524,-84.624311
ECI,Costa Esmeralda Airport,Tola,NI,11.427542,-86.033361
RNI,Corn Island Airport,Corn Island,NI,12.174785,-83.059445
MGA,Augusto C. Sandino (Managua) International Airport,Managua,NI,12.1415,-86.168198
MNP,Maron Island Airport,Hermit Islands,PG,-1.550403,145.017504
PUZ,Puerto Cabezas Airport,Puerto Cabezas,NI,14.047200202941895,-83.38670349121094
RFS,Rosita Airport,La Rosita,NI,13.889699935913086,-84.40889739990234
NCR,San Carlos Airport,San Carlos,NI,11.13556,-84.768727
SIU,Siuna,Siuna,NI,13.727222,-84.777779
WSP,Waspam Airport,Waspam,NI,14.7392,-83.969398
MOH,Maleo Airport,Morowali,ID,-2.201143,121.662884
MOS,Moses Point Airport,Elim,US,64.694116,-162.060699
BOC,"Bocas del Toro ""Isla Colón"" International Airport",Isla Colón,PA,9.34085,-82.250801
CTD,Alonso Valderrama Airport,Chitré,PA,7.98784,-80.409837
CHX,Changuinola Captain Manuel Niño International Airport,Changuinola,PA,9.458962,-82.515062
DAV,Enrique Malek International Airport,David,PA,8.388983,-82.436425
ONX,Enrique Adolfo Jimenez Airport,Colón,PA,9.35664,-79.867401
BLB,Panamá Pacífico International Airport,Panamá City,PA,8.91479,-79.599602
MPI,Mamitupu Airport,Mamitupu,PA,9.1851,-77.9841
JQE,Jaqué Airport,Jaqué,PA,7.51778,-78.157204
PAC,Marcos A. Gelabert International Airport,Albrook,PA,8.97334,-79.555603
PUE,Puerto Obaldía Airport,Puerto Obaldía,PA,8.668813,-77.417399
PDM,Capt. J. Montenegro Airport,Pedasí,PA,7.534801,-80.043347
SYP,Ruben Cantu Airport,Santiago,PA,8.085599899291992,-80.94529724121094
RIH,Scarlett Martinez International Airport,Río Hato,PA,8.375880241394,-80.127899169922
PTY,Tocumen International Airport,Tocumen,PA,9.07136,-79.383499
NBL,Wannukandi Airport,San Blas,PA,9.273476,-78.139848
FON,La Fortuna Arenal Airport,La Fortuna,CR,10.469311,-84.579073
BAI,Buenos Aires Airport,Punta Arenas,CR,9.163949,-83.330171
BCL,Barra del Colorado Airport,Pococi,CR,10.7687,-83.585602
TTQ,Barra del Tortuguero,Tortuguero,CR,10.569,-83.5149
OTR,Coto 47 Airport,Corredores,CR,8.60156,-82.968754
JAP,Chacarita Airport,Puntarenas,CR,9.98141,-84.772697
PLD,Playa Samara/Carrillo Airport,Carrillo,CR,9.87051,-85.4814
DRK,Drake Bay Airport,Puntarenas,CR,8.71889019012,-83.6417007446
FMG,Flamingo Airport,Brasilito,CR,10.418600082397461,-85.78269958496094
GLF,Golfito Airport,Golfito,CR,8.65401,-83.182198
GPL,Guapiles Airport,Pococi,CR,10.2172002792,-83.79699707030001
PBP,Islita Airport,Nandayure,CR,9.85611,-85.370796
LIR,Daniel Oduber Quirós International Airport,Liberia,CR,10.5933,-85.544403
LSL,Los Chiles Airport,Los Chiles,CR,11.0353,-84.7061
LIO,Limón International Airport,Limón,CR,9.95796,-83.022003
CSC,Mojica Airport,Cañas,CR,10.4307003021,-85.17459869380001
NCT,Guanacaste Airport,Nicoya/Guanacate,CR,10.1394,-85.445801
NOB,Nosara Airport,Nicoya,CR,9.976490020750001,-85.65299987790002
SJO,Juan Santamaría International Airport,San José (Alajuela),CR,9.99386,-84.208801
PJM,Puerto Jimenez Airport,Puerto Jimenez,CR,8.533329963684082,-83.30000305175781
PMZ,Palmar Sur Airport,Palmar Sur,CR,8.95103,-83.468597
SYQ,Tobías Bolaños International Airport,San Jose,CR,9.95705,-84.139801
XQP,Quepos Managua Airport,Quepos,CR,9.44316,-84.129799
RFR,Rio Frio / Progreso Airport,Rio Frio / Progreso,CR,10.327400207519531,-83.88760375976562
IPZ,San Isidro del General Airport,Pérez Zeledón,CR,9.348676,-83.712301
TOO,San Vito de Java Airport,Coto Brus,CR,8.826971,-82.958922
MRT,Moroak Airport,Moroak,AU,-14.818133,133.700594
TNO,Tamarindo Airport,Tamarindo,CR,10.313500404358,-85.815498352051
TMU,Tambor Airport,Nicoya,CR,9.739307,-85.016199
UPL,Upala Airport,Upala,CR,10.8922,-85.016197
MSB,Marigot Seaplane Base,Saint Martin,MF,18.0696,-63.087
SAL,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,San Salvador (San Luis Talpa),SV,13.44447,-89.055784
